Id,label
6951d58b-9b79-40ef-acce-8096548ed05c,5
3fe705d1-780e-43e2-ae7b-194b0a1d69cd,5
cb146cf6-b009-4ef1-9384-279c787d023e,6
c377001b-a1a1-4803-b032-030d61fc3864,6
5db236ba-671c-462f-84dc-0b212896a73f,2
229f0106-c23c-4af8-8619-2d21566630e4,1
c5adef9a-ff09-4c00-b060-7a1bdc0df47c,5
ab69a1b5-6460-4914-ae63-99a92a69a0c3,3
18b8dac2-89fb-4621-9b1b-7a4b1ea96132,2
36e3bc29-36f4-48a4-ab1d-b5b9d454f162,6
14e0bad4-fe8a-4c03-9201-e8b7821eb2a1,5
db8dfb23-f377-4ce2-9257-59a9c9182cb2,3
7bf40d9b-670b-43ae-a624-bf6c796c050a,1
92ff14f3-8d83-4420-b31a-577cb53f602b,1
6a364c43-0332-4890-bb8c-106b81227fa8,2
6e86a4bd-d44d-4425-89f2-7c8c850763df,5
4e066d54-7c4e-4d70-bba5-2201297d83f5,4
6d3f9882-f5d0-493c-95e6-18f23f21bb08,3
4d0a0a45-8ef7-4611-9c7b-e65d476de291,2
08d142f6-db61-4c00-81ca-df68e6df3158,5
7595096c-b849-4884-8304-0943d7419d9a,3
2a076050-4b79-4b15-a18c-f3dd04aa88e5,4
dfbaa2fb-4dde-4960-b423-dc70a2866f8e,3
e24c23ca-8051-4090-bee4-8805ad809537,1
248920b3-7794-46c6-b63d-add8ef2de9ec,3
4f54bdad-8e2c-4294-b1e1-efa55397a45d,2
8af59a68-e666-454e-a57f-3b68639faff7,6
5ff4f8da-a0ce-4e58-af33-1424dd25ad67,2
f5c20637-0238-4861-90bd-4111c7e378b8,4
e2884b65-e62a-4b85-ae23-ea6ea59fd0e0,2
e7f7922e-3e69-440a-91d9-a59b06471850,3
cede38ae-09b8-4302-a98a-85b5d4bbfc9b,5
0fcabdd4-7279-43d1-86ad-bf53fc59adfa,2
c2852591-7f8a-44a2-92af-9cbf173da070,2
36c4603d-b75b-45fe-9b73-9b2ff0612771,4
38265f08-e84b-4041-be47-053544ca6085,3
5b45a627-fd18-4dda-b70c-3f597b6679d8,2
d2b77c34-35bb-43bf-96f6-3c3a223c1d50,3
f0f77c01-2697-4d75-934a-b9a8543c620a,5
2448dbe8-bdd3-4e9e-8ede-ab7e2297fd3a,1
d32c885f-3b11-49a5-8a27-5f888093ab5a,1
794db333-2f35-4452-8e14-2bbd48be9645,6
1ca17f18-ceb9-4d43-8fae-61cba5c44d0d,3
e4716719-f67f-4c6b-b166-b69969b8fc75,2
2cdffe7f-b5c7-485d-850b-8004ba0fff81,1
f1bd7d69-e151-4fe4-b2e4-3b9c0c83e3e0,5
cbb7de45-3501-4186-bef3-859000a7f01b,1
a1cef3a1-34d7-4a58-b8f3-f1e1327ada5e,2
04beae0a-f4af-49cc-8b48-9738c938350b,3
5f59431a-e0ff-42a0-b3eb-a18474739624,6
320b7a9f-4464-4b5c-a2c0-07d09a699415,5
4db033d9-93c9-449d-8008-064c5677d5db,2
c297cb01-ae1e-483a-9c6e-07bdd0d0246e,2
4b1e2a5f-3230-4926-9ddd-285481d8a0f1,6
9ca320c8-0c5b-4eec-af85-858b6c0961ec,1
1fdc8048-1dfd-46f7-969c-c0f8a2b15664,2
071a8155-7ae6-4fde-9541-9c51938dfac6,4
f83d24bd-6aa3-4553-8596-5aaf543b9b66,5
a83fa49b-0e12-4c78-aeb0-2cd8a242f34b,4
fec2dedc-02bb-41af-b7d2-9611e9ba5c99,2
63d84ecc-d93f-4b49-af99-c195bb6015c5,2
c2a21f9b-b708-471b-bc93-65172e12b7f1,5
35fb0a2b-7a28-4fc2-8a7e-7882f22095cb,4
89884b75-eaca-4378-a5b8-66c53a1af0a1,4
b0071eb4-e2c0-4e95-80b6-53bc241b1acf,4
629f1a5a-ecbf-4291-8790-084167a9f775,5
ec6f518c-8f9b-4b3d-ba7b-604d27c27ff2,2
d52111fd-ec41-433d-b1f7-0bbe86b935ee,2
abdab689-91c5-4462-86fd-f86a1a056f76,2
52d10c57-9ac3-47b3-8d94-05f9c7b7a4b1,4
d9005f65-f719-44b4-be9b-78550c395a21,6
f2389b34-8e07-4715-a3ac-a79dfa8effc3,5
299dbf5b-3029-4bc8-9ba7-f39ff81746a7,2
99068905-bb95-46c3-8fa5-fe6db5850b0c,3
4ea7d930-e770-40fb-a838-604d9a5bb508,1
402b08df-3216-4328-b42e-e113c53ed2ee,5
96433461-91f9-41ee-a864-12140378657d,2
017e2e7c-a261-49a8-8b01-a5eecca86eb5,5
39108ac1-9c07-4394-98e1-659ebfbe824b,1
3545181c-b81b-4b8e-91aa-81aef2fa5c80,2
22ca4704-de35-4563-8768-b2d4c27c4cb9,6
934cac62-85c5-4846-ade4-8c6c2553b739,5
c878f64c-cf90-45f2-80ba-ab1a4215e9b7,2
9a9e3cd3-119a-49a6-bfea-22e8b075e83d,6
40aefade-1ce3-4a3d-acad-c28716ffcee3,4
d7de2986-de56-4d11-872a-b230357d78a5,1
69a29a86-789f-4985-88c8-7c7b847aa7fd,4
92e6be35-dbd9-43a0-899e-f7ddbb6c7ac4,1
ca6713d4-70b9-4763-8918-e971fcec0b1b,1
48074fc8-56a9-4731-acf5-76a40926b8c3,4
cb1e96a9-7d72-4a5d-a601-b33a4a5e303c,4
db904590-ace0-4d42-8871-502226f84381,2
8420eb3d-11cb-4c95-b2f6-865002ef8866,3
bd16c135-c5ac-4b71-8253-284798ec8cbb,5
6ae80cbc-83a1-4cda-a107-0e5981c54fe0,2
bb1cc7ee-f171-48ab-b09a-baa674a5b9cc,6
40255e50-7201-49bf-9f8e-49d5c3c2d942,4
aeffc007-6c75-4103-aa8a-446b648c3249,5
2744d5e8-ea46-407f-8b51-433fc761ead5,4
ccc88ccf-fc6d-413c-94a1-10434ce517cb,5
cf7b34ab-a0b9-43a3-a8ef-849658db1484,2
b126a7bb-c825-4465-b99c-32a8fe3864d9,5
c7e0543c-18b5-4391-a88c-a61bfe0d0bda,1
bca67b79-451c-43d3-8d79-8c4472c1b26a,1
d77fa464-fad2-4e56-9cdc-c80bd30420ac,3
2d2d8a58-83d7-48fa-a8f7-bb240ee855e1,4
17827dd5-5c54-4ab0-a0e5-aea3a08dc988,5
cea47a85-56eb-4b27-853a-e36e8a58a82c,5
088432aa-81a6-4047-a452-5618667ed0a9,4
a2f8015c-482c-4286-ae7c-4b72a6d53d0d,6
6a826248-a4c1-4a2c-b92e-4586295268b0,1
db2baef2-8481-4fdf-a2b0-85a5a10e51a7,1
7480739a-e4b7-4048-bc37-d57a41f0d03b,1
da480573-cf5f-4013-b864-f256006f099b,2
0b3786ea-9aee-4a7e-aaa4-496d03f68734,1
23a25636-f242-4cd8-9b2e-148b548c56df,2
51a1e2b3-529e-4598-9614-d94f42260898,1
a96b09f3-0376-4855-aad2-4b6f5f9ca4cf,3
ee3c1185-afda-41c7-b021-d5a3c115a961,4
609f092c-dfa4-4785-9e41-0c42844619e7,2
cf4ba066-ded6-426a-be53-14da9e7a2d56,1
a0a22b7a-addb-4989-92d5-d9c9c1a3b7c5,2
7bef1205-b8f7-4d78-b5e2-47d76d104101,5
13b75ad3-f196-41f6-b813-f74ecea11dd1,5
8b7708ff-c286-479e-9b61-6a31b2400aaf,6
81823d7a-2e74-4657-b159-d78ff01e57c5,2
0f0a386e-6aee-466e-9703-d1ef1e4eac77,6
cfbc5269-840d-4d28-8b3c-0ba1282a5db9,2
326e8211-173d-411a-93d6-8c0e74c4327e,3
c7339e97-fae9-4cde-bf04-0005221a3292,3
1245efdd-954b-446d-ae44-3423da9df698,6
bd915c00-8e58-48c1-8933-7fa606ad27ce,3
ad20648a-227f-4838-b4e4-9f00ad2a46c0,4
89fb21b7-e39f-401e-b0ff-09d21a9d7dcd,5
1600ac6e-0c79-4ed3-bfb1-3507fed6f497,4
ce4b677a-9a13-40f8-a978-c91615fb6cb1,1
2492369d-620c-4044-b8a8-11c6879059fa,1
958054a4-d4ac-48e7-a228-670f9234ce98,4
e7d4d927-43ba-4f22-b9f9-f1061f132bd9,2
e9d6f034-11da-4d3e-acfd-f7eddc5ad64d,2
55bc2fb9-fc57-494e-a5c0-c9f534a57330,5
1606d07c-7593-4da9-95a2-423c21fbbbab,3
8eefb852-8218-43b9-8fa8-54e8c73a3834,5
137c1aa5-b25f-40d8-8bfa-5ca3b5fe3168,1
898148ed-78bb-45a7-884f-7910708f71d5,5
a6d47673-b81b-4eea-b3ba-0d9f5be189d1,1
c9808d68-e707-4456-8179-d526087f037a,5
9e96b071-6382-4902-a199-56c1e13a33da,5
07cd3859-c34f-457d-9fb9-c8c3db76cb82,5
54b95e8a-da16-416e-878c-baa54ef4969e,1
497695f6-9153-4004-830d-2b9f645e8498,2
009d87fa-ccbd-4261-8fa6-67100ea836a4,2
7d451868-dd8b-456e-b45c-be23ab1d434f,1
b2f60933-c785-43ba-85f8-0d4eb4731194,5
dd1d4191-4890-43ed-9f39-58e3b7c0a32a,2
f9e34584-1da9-407c-bba0-6fb55e4697b2,3
33be872b-6eef-4241-8cd1-2912efbb0cdc,4
223b8ec7-4746-43b5-8d08-0be3fb7a1378,1
5c926674-ff64-4ede-9681-a2034ffe2ffb,1
24d46a67-f717-4e68-9d9a-f0c25d3dbd67,3
70ea8bfb-90da-4963-865a-5238725884d0,6
1555f781-b5da-4e66-9b7b-577363158c0d,5
88b67d4d-12f0-43ad-be10-5d0f93dfcd97,5
fb68223f-8ac8-47ee-a771-12b12b451ce6,5
4ae9181a-d1a8-4b85-b113-7a735fbaa0de,1
57619fb3-6f7c-4aae-aeaf-73478e021fe4,1
2387fe4a-b25e-4079-a50d-5ac2d40b923f,6
7bbeb450-4996-493d-99e9-0d6c0c466295,2
0c317821-eba3-4c34-866f-35566a7c603e,1
95bc8586-340a-4c4d-9bda-2e033f78c2d2,4
611d5b85-ffd8-4d95-a965-54883e9fb2de,3
8fb1e844-c334-4fd0-93da-d30d6647c9e1,2
10733cb9-8e87-427e-b1c4-51f612eb4ba5,1
d45084ba-2e16-487b-ae1f-d7613d79dcbf,2
1c1ac953-984e-4dd6-9339-faac33ef682a,5
d84e7461-aa2e-41cf-b7e6-5ec3176ddd56,5
0c3ecbbc-1a12-4a71-b3d3-2d7f44a3a9d0,4
0f4b847b-f7b4-44c1-ad9b-e6d0e08206f6,4
0ed5c032-9a9c-4535-b340-cc0e37b9b753,2
daf4a728-4523-4de9-949c-769ca4435641,4
50542602-51cc-478e-8f7b-779439e0ddae,3
36e7b151-2706-4c98-8a14-58bdc0bf3edd,1
b85d3839-e2ac-4c49-b6cd-6391296acc20,2
cac2478a-e31b-4fea-b9d5-67e682395002,4
371d7e5f-15d8-463b-9ea9-0749842f9356,4
24469c94-8a07-4389-9a83-43c824fede2f,2
24b904bc-f643-420b-960b-d47a97ea48bf,4
42b459c3-0806-4bae-a63e-c30b6f19e6bd,5
071683b9-2c58-435e-b01f-5c79dfb7b925,5
d1a631de-d372-4d0c-8494-82023709f0cf,5
a41ec02f-2bc1-49e6-bbf1-c662bc785adc,1
5ffcc874-66c8-443f-b689-728ae5a55bca,4
d1dfbf51-094e-4f27-b9e9-a1648c1f589b,3
e110ea84-1dc4-40b7-9993-7b1b7261126f,1
2da01549-8553-44f0-9b35-94e141a02127,3
7bd69349-f608-4dc7-9fd3-151095b0b0ba,4
bc2bef1a-4b60-46cc-9b58-dc5c5f190977,3
8fac4056-befd-453f-b064-3c579ffaab86,3
7d78da31-305a-4d4c-8fb9-0e1bfe26d1d7,4
d0be7bdc-3f21-4ec1-a487-0148daaa6c54,5
899cb30d-5639-4d3d-bcc8-8c66eb254d87,1
5b80ed65-ae8c-4274-8b6a-e4b89795b596,6
ee6430d7-b025-4101-9d8d-286da6ed7cd8,3
34fd1586-bc27-4323-835e-cd7cbab2e1ee,5
c509b451-a021-4edb-adbb-90016556c1cf,3
dd808b30-9b97-4f75-bec2-c42e7ecc211e,6
0e8b9bbf-d879-4471-b682-d7752a0b5a53,5
9e726ee9-0219-4c1b-8170-98124a0f80b5,6
df714ead-e5bf-4ecd-9923-6d2aa97974a4,3
39ce046f-fce7-41b3-8259-772e237a4c9e,4
3e451554-16a7-4341-a60e-a7cfad60d180,5
f88084fd-9413-40f1-add2-d1c5b7adac77,3
4cdc193b-dd01-467c-a78c-4e4f2a71a9ef,5
cfac3a23-576c-4599-b8f5-e5e77c164f97,1
27dfe6b1-fa8e-410d-8d5f-1d6b99a25481,2
8f0da462-c80d-40a6-b68b-2f2ac31c840c,2
fbf76dd7-e558-4e84-a377-4b6e1c867d12,1
34f428c4-4b5c-46f1-8cd3-157eb4e91530,5
3ecb8f32-20a0-4da7-bacb-882d68a41f7d,5
d4a9285f-f1bd-44b4-be91-bd50f6736f91,6
da4aced2-b2fe-4baa-806a-f6430349d0c4,1
e84f4d6a-f981-4798-aeec-7d4be2aa94a3,2
21893a25-a134-4072-9694-31e3dc59598d,3
a5efcf91-4677-4dc5-afb4-aec2e38ab8cc,5
3aa877b9-bfc4-4f7d-91c6-d4f9d7cd18b9,5
a42c72bb-fb29-42b2-87c4-a7d4c32a69ff,5
4bdab317-75c0-4923-ae9b-3c4b8ddef1d0,4
17ff8c01-3761-40f0-9976-3398a26086a7,5
47f261c4-6819-49cb-9b9e-09b2454bf69a,5
a889b977-bdca-478f-b65a-4dbcc5609c39,1
1282104e-8856-4e1a-a826-528901e7b6d3,6
8b88f02a-4f08-41ae-a3c8-e4607dabbe45,3
de6174c9-65a6-4d84-9e4d-47f435873c95,6
5439e7b8-0e44-41db-a819-ad3bda34631b,3
394229cf-ad3b-4d32-8bf9-3025348ef7f5,1
5c788f3e-f683-437d-9dd2-b59a27e6121f,1
27fff938-79ce-4338-bdba-5ebda6270d58,5
61a3a868-d64b-4a29-8470-c610b0d3951f,5
0146edbb-2ba3-4f85-b8d9-3caa08299eb5,5
190e37f6-3c2c-4f5e-ba49-f5928b45742c,5
06cb0c9c-49e9-48df-9da0-7343fc5c92ca,6
614774aa-e971-423d-8a8f-26a10c641da2,5
3a89c1d1-8fc8-4b3c-8199-7b560cf10cb4,1
b32b5027-78e8-4c11-ba7c-5fd70daff61d,5
23e0d8fa-37b7-4882-9f46-9012fbadcf34,3
c1055243-5e51-46a5-bcb1-abad5b714683,3
898de80f-7a7b-49e4-a7f2-0fd7219ddf90,2
d5049c62-e60b-427c-9e3e-99356eca5f9e,4
c771585c-ba33-4125-98d8-0aca52e403ba,1
897d4046-1608-4a61-89a9-0d348da2761d,1
f29ed670-d476-4994-8c82-dc9d6bb427b3,2
6f9a0c72-d18c-4f70-900a-ed638a5fa03a,3
3647d68b-4b89-4a0e-ab6f-2baa3ee741a6,1
c7c2f783-6e22-4677-9234-5c836b56e980,4
22753098-5679-449e-a055-80184e12d182,1
83dd2493-0ec3-4367-b84e-0b5e4f69f4eb,3
c449edf2-4485-4a73-a02e-98a68c5da0bb,1
1843c2ab-48fc-47a8-a78d-6cd645307df0,1
659861f5-0663-44b4-a7de-9069b74ed85d,5
63ebbbeb-b55a-453d-930c-a918a94fcab1,4
1551131e-d4de-48b6-ac4f-4ee7e7a07ceb,5
cddcf0fd-a7e4-45d0-a3ae-50e45b4e9710,5
1d55aaaf-7eea-4e62-8bea-c9323c3dc068,3
c0cab392-4a8c-4211-a95c-12cc6ae7ee57,4
22fba101-3e84-4d50-98eb-fe70ecb5693a,5
200d6c21-059e-41eb-ba4d-357f750704e4,1
f0a8483d-c1f0-4873-add0-0a569f3d7af7,1
da314a32-9609-4f1e-a91b-7b47c8487c81,1
4fdd90b6-8c2e-49b1-959e-fb0f3a1f0e3f,3
f12b432d-4a6a-42bb-a981-fa202d83f300,4
b5737de6-2a6d-497e-9d6f-54047be59efe,5
15a6a884-4a32-43fa-adc6-41fab3fe2459,4
385eb106-7f7e-453e-aece-71a1513e80c6,2
fb841b66-214d-4458-9735-dc6b835c4ca6,5
74e6af3b-af40-4e14-b249-4265c5a7b641,4
7194185d-9632-4732-903a-4780b348e433,1
37c619d5-cbea-471c-8286-d0e203eb96f1,2
35f69224-0439-4e76-8e3a-b0473728328b,2
1f5914f0-2922-4527-847e-43b5c9c97b20,1
26a9852c-1c8d-455f-b869-ae9b3d5a82f2,5
f1cfd43e-efa0-4b1b-bf70-ab616aa22167,3
d062f64f-8b71-4657-8a70-c8e12f47aa7f,4
52334ad3-b4d6-4c26-aff9-e3399749526c,3
2e1e2957-014b-4c2c-b084-f0933f9e391b,3
7ca30112-246b-4c3b-a5c1-0a5fc2a345e9,5
d1609ff9-ca79-41c9-99e7-7a00f1157759,2
cb2ed5e1-e0b5-43a0-b325-71ed2c948fbb,1
73ff03b8-c385-4893-ae04-130b6701a36e,3
1a273e13-24d8-42d9-812c-fba136144bfe,3
4917dd1e-57cf-4538-8491-fff96f949dab,5
d2b87821-ce4f-4ec3-b18c-3a503eca43d6,6
6ad28b1b-0371-4abc-ad55-2e41fdd09ec9,2
a74d17dc-1160-40f7-bd8a-d9a6c3598b4e,4
2aef0e13-9b6b-488a-8dd4-2c0fd2aaff2a,1
a910e7ec-a659-45be-8f51-fbd8256999b8,2
ab14e5da-dee1-4833-b331-55e9df0f6112,3
080ba5de-be30-41b2-9b6a-e8af92887281,3
dc728036-c214-4c0e-a25b-47ae0d5553e7,2
406600de-f670-4cd4-8c4f-7f6c2cc3683b,5
98dcf299-b002-465d-9b65-492954206729,5
f20712c3-3887-4326-b6aa-6c86354833f1,3
6264e219-085e-4746-8df8-9f26cc064d1c,5
5f077b74-b8b2-40f7-b284-45f7ddd92725,1
40c83774-8483-4bcb-a70d-e02d0968e5b7,4
0e05343f-9eb2-464b-9c11-645f8bc23d7a,2
deada60e-900a-42d9-b2d0-da87b8d78978,5
ec8ff7d8-c401-4097-87c2-f8a6da7bbd38,1
878d98fa-3e2f-4c24-b418-25030613bae3,5
393b6189-bee1-476a-92ec-e66bdbfe0641,5
fe5afd30-a93b-49c1-b4ec-3a4725b56818,4
5daef1a9-6a61-4fc3-a55a-fb8a5d074265,2
21c463f1-c478-40fd-85de-ecce9933b784,3
5504928c-b9f5-4ac3-a32e-f5ed061cffcc,5
d3afa134-9fb6-4a05-88d5-4a864c00292e,5
12c987ed-bbaf-49bc-b39a-9f7987a79732,1
fb2d27df-718e-4dbe-ac68-4062587cfc1f,3
c9aaf55f-dd9a-4f4e-a92f-c41e85a80c98,3
525543be-ed17-46ad-8a62-351934fe040d,1
99755db5-3744-498e-9582-cbb2e0735e34,4
bce97ddb-ddee-4885-bc99-9f85be407367,1
d1e3c7a4-db10-41dc-8d3d-330f16c1b7e9,5
2b6bc180-d267-4940-ad39-66b30761221e,3
0ba96e6e-d804-425b-9363-81458892690f,1
dce1ef42-449c-4c2b-88e9-7221fb641bfe,6
fa7c7e8b-87c9-4714-b06a-69f01d35ef65,5
7d48208a-da24-4725-a491-499b67dd0a17,6
ed7df655-45d9-4bcd-900d-925d663c0f02,3
f4dd8491-2183-49fe-bee1-70c29e3c786a,3
eaba80b0-fda4-432b-96b2-c5119797b8b7,6
a6acdcfb-cd27-4462-a0f2-c7f76ab52309,6
a219cd12-4724-4953-a516-416be50f57d1,6
f57dd5cb-3962-46c5-b7d1-11f180c1824d,1
7f51456c-2a1e-4d4c-94e5-ed07516b3cca,6
35a2d1ab-3d49-4dd8-9b75-24a22de5ee3d,1
28c0f687-860d-4b7f-8ed0-419a09b07cfd,1
53e80583-6485-4b78-910b-cd949f449544,2
72aab65c-b855-474a-81fb-dc6545da6a7b,5
0ae981c5-e7de-4695-a303-a7692949bc0c,5
7f90ad79-893f-452c-831e-3e63791a6e79,4
86fa5552-9560-4e4f-83b4-54100b5c383e,4
b0b680bd-42fc-4fe9-b01f-bad05121b5ac,3
2f0852a2-a607-4f5c-b0b5-78a905d5c967,3
1577db5b-a19d-4450-8f6a-4f771a045794,2
e30bd7e3-5fce-4e76-b336-04bcfdcbc7a3,2
039310d8-2c46-4f4b-8fd0-bef15a1ab24c,1
5e37552c-9e2f-4c55-9f71-244357b96d54,3
a225b122-4f04-4f35-887f-9c95b17039a2,6
81657f83-7b2a-46f3-ba85-d91ff4696936,3
fc399989-707f-47b8-aadf-6aa51b7ccea3,4
fe633c28-38c8-4153-a0d8-459b4ca29c64,2
2d4accaa-ec75-4068-b741-3ccbcc0b0e5f,5
82b8cd74-eb66-4268-b168-1c90c32d5cd8,6
eafed2b7-28ad-447d-ac5e-35f76fc95f8b,5
2512db00-416f-44ab-ab73-16bb05e20889,2
eba6c709-2339-47ab-b091-1a2d896f2f87,6
3e31df67-9836-4099-ae09-83ba099cf3b9,2
2fa7e536-1859-4173-af8d-c6c8b497134d,2
d12ca0ed-0645-4d01-bc35-ced0f9794fac,3
0a646b9d-3c85-4b91-a1ce-59792c146d55,2
f213dd91-e7af-4584-a731-09ecc7d901a8,3
005a803b-c9ef-4023-9bcb-56097f2c1908,4
4d107647-16dc-4a50-89ab-96558d276383,1
256d55d5-47b4-463c-a4e5-b6191186250d,5
04dfbe8b-eefd-4d50-9207-0a3b48fe0b05,6
23e3a039-82ba-4dff-8aa0-4115b21880c4,1
c02ae427-91b8-42c1-8565-a785976012c2,4
5e777b9b-1dab-45f0-8a2d-7099946bd59a,2
74ad3566-b594-43cf-a11d-08d7c9bcc8f7,5
dc90fe69-1432-49a4-8d1a-16cffcd6b981,2
365d62bf-e21e-4cec-bdcb-4d69ed203a8c,4
f32d7386-f674-4091-a398-bc957bf8db38,2
b0d4d908-1a71-4bae-a76e-1957a27a68be,1
5cad2d06-eb7f-4578-b192-76bcc34c5310,2
3177230b-0d0d-4e6b-8cf4-c6ca92e45162,2
b88c08ee-5cfd-430a-9ee6-44dcc74b0499,2
3eea24a6-e4c5-4823-abbc-bbcf9ce5f294,2
e231f189-72c7-4aa9-accf-ed29d32f59fb,5
f29239fe-31de-466c-83b3-a23cafa275ca,6
b7e65416-90bf-4d3c-bad4-e8fde51801b0,3
add7c158-2d22-493a-805c-27cdb89f6fc3,2
1382fa11-b58d-47a3-93af-3e9a12b8706c,1
030ed0a5-c61c-4b3f-9f6e-8d1f60a65ce5,3
7831f249-3d7d-4fcb-ae40-57b96cf837bc,5
2ff4aa74-402c-4687-b018-dafa432f2f1b,4
2560b137-1086-4e26-be4d-116784fa57ad,3
18c4dd16-9a99-46cb-aebb-8edbe0287f95,5
1cc55889-6cf4-4ebc-a7e5-7a9151bc3f35,3
891651c7-864a-49fd-b71e-e2efbe26546d,3
cc014daa-9973-4182-94c9-3b3d206318d4,2
2643d2df-a4c2-44da-abc4-5e1d5002c8be,4
5e18e0ce-30d1-4fa8-80e6-d1c55c22f98c,2
e9ca56c4-417c-4d31-8d3e-00c55b0b3146,1
5bbd93a8-891b-4250-8f9b-6266c2fdf579,4
7fb025e4-4065-4e55-b828-d923379bd548,5
b4bbd6a7-c14d-4a75-8f92-c35769883959,2
afa10e31-7f1b-412f-af7d-337318b88cf2,5
be34ffb2-8029-4ea8-946d-a6bb4663475a,5
ab3be39b-6a14-4535-9711-c7b11ef0c20a,1
99ca4649-d346-4a6a-80ec-0585217fb1e5,5
8608cd97-5700-4917-8748-2bad0f4a6108,5
d2c6917e-9bd0-4095-af82-e2b32a6564b1,3
44645288-f1e7-4f61-9879-c9a4b5084a7f,3
0acb05cd-5542-49cb-8c4c-afa165184a04,5
542c7c92-addb-4a37-afa1-950b0e5e81f8,4
709d4ff6-bfe4-4401-bc57-29ed68ff9200,2
ed01ccde-8da2-4d3f-b327-8efbe074c6cc,6
aa79057b-dc0e-4877-9c0f-5a6239efb0a5,3
5f5a3cd7-2f2d-4243-b57b-45dec726510d,3
8bce1e5b-a4b1-483b-bcda-fddcece162db,5
751ebc70-37c3-4725-b82a-7667644fb2c7,5
27cf24c1-11c0-480b-9d63-db1f8f5bd6be,1
67b91e4f-01dd-4de6-b0ed-b0824a47a201,5
a3ed8355-dda0-46a0-bce4-c3c9430df57b,2
91663608-9db2-49e7-8080-adec4c5bee69,6
e9a26b8e-4d7b-49b3-960b-bf608c13b849,3
d2b0eba6-8fbc-442a-8932-836533daef57,1
f81c7a10-f760-415b-b836-b100a14d0715,6
9f1e3055-39f0-4877-ae20-529386d4f534,2
6dbdd387-b3da-4b63-a350-7fbde9fea299,2
88b1ce7a-daf6-432c-88f0-308f6268f92d,5
ebd2f077-ffaf-4c9f-8c7a-85f89ba81a64,1
a25d0b86-a36f-4c64-a761-2d49606bebc4,4
586cbc21-ff81-4873-ac5e-68db754bf17f,5
2ca8060a-1976-4604-ae08-7bc73fd30cad,2
e7dadea6-810f-4944-bb3d-08ca11e8317c,2
ae5728f6-a517-4fd4-bfc7-eca3f8bf9120,6
0f767cce-130f-41eb-be8c-11a394e0e8f6,2
6462e8d6-a48c-444a-ab5a-425bbd2bdf9d,6
46c51f55-0ef6-41ae-b26b-e7794f3510aa,3
69a7a6e7-b57f-4d51-abf6-2d6163c3c10c,3
ebe8e83b-5233-40ed-a344-6bc6a2232276,1
5abbeef5-60cd-4ae3-9192-f653dd55d13a,6
96312731-8a77-431f-8289-250562cb249f,4
75d7466a-a665-48d5-9e0f-51640a93de00,1
8f357be8-b86a-4e3d-9262-ec2c4b1adaf2,2
